city,fans,lights,fridges,ac_1ton,ac_15ton,tvs,washing_machine,water_pump,computers,hours_use,roof_area,total_watts,daily_kwh,kw_needed,panels_needed,system_cost_pkr,monthly_saving_pkr,monthly_bill_pkr,payback_years
Abbottabad,6,7,3,3,1,4,0,1,2,7,1664,9055,63.38,17.6,44,2640000,95077,123600,2.3
Sukkur,2,15,3,1,2,4,2,1,3,8,1981,9075,72.6,14.6,37,2190000,108900,141570,1.7
Rawalpindi,5,6,1,2,0,3,1,1,0,14,1657,5165,72.31,18.8,47,2820000,108465,141004,2.2
Sukkur,7,7,1,3,1,4,0,0,1,10,442,7880,78.8,15.9,40,2385000,118200,153660,1.7
Islamabad,7,6,3,1,2,3,0,0,3,15,1733,7465,111.98,29.2,73,4380000,167962,218351,2.2
Lahore,5,18,3,1,1,3,1,0,0,15,1248,5395,80.92,20.2,51,3030000,121387,157803,2.1
Hyderabad,9,5,1,3,0,2,1,0,2,17,343,6500,110.5,25.6,64,3840000,165750,215475,1.9
Faisalabad,4,17,3,1,0,4,1,1,2,7,331,4555,31.88,7.8,20,1170000,47827,62175,2.0
Abbottabad,3,8,2,3,1,2,2,1,0,15,327,9095,136.43,37.9,95,5685000,204637,266028,2.3
Gujranwala,4,5,2,2,0,3,1,0,3,10,1319,5075,50.75,12.7,32,1905000,76125,98962,2.1
Sukkur,5,9,2,3,2,3,0,0,1,10,722,9810,98.1,19.8,50,2970000,147150,191295,1.7
Rawalpindi,6,6,3,1,2,3,1,1,0,6,790,8040,48.24,12.6,32,1890000,72359,94067,2.2
Hyderabad,3,9,1,2,1,1,0,1,1,8,459,6560,52.48,12.1,31,1815000,78720,102336,1.9
Multan,2,18,3,2,0,1,0,0,2,10,1144,4370,43.7,9.1,23,1365000,65550,85215,1.7
Abbottabad,4,14,3,0,2,1,2,0,0,14,1530,6060,84.84,23.6,59,3540000,127259,165438,2.3
Multan,5,13,1,0,2,2,1,0,2,15,317,5820,87.3,18.2,46,2730000,130950,170235,1.7
Karachi,4,12,1,1,2,3,2,0,1,6,1426,7630,45.78,10.4,26,1560000,68670,89271,1.9
Faisalabad,3,4,1,3,1,4,1,1,1,13,1905,8785,114.2,28.0,70,4200000,171307,222699,2.0
Bahawalpur,8,19,2,3,1,2,1,1,0,6,1954,9135,54.81,11.2,28,1680000,82215,106879,1.7
Bahawalpur,4,19,3,1,2,2,1,1,0,14,1974,7985,111.79,22.9,58,3435000,167685,217990,1.7
Gujranwala,2,9,1,2,2,2,1,0,0,11,971,8135,89.48,22.4,56,3360000,134227,174495,2.1
Islamabad,2,12,3,1,0,4,1,1,2,6,531,4330,25.98,6.8,17,1020000,38970,50661,2.2
Rawalpindi,1,14,2,1,0,3,0,1,1,13,1983,3335,43.36,11.3,29,1695000,65032,84542,2.2
Swat,4,7,2,2,0,1,0,0,1,10,723,4005,40.05,10.9,28,1635000,60075,78097,2.3
Gujranwala,9,14,1,3,1,3,1,0,2,12,1203,8735,104.82,26.2,66,3930000,157230,204399,2.1
Lahore,7,15,1,1,2,3,0,0,0,12,1054,6700,80.4,20.1,51,3015000,120600,156780,2.1
Lahore,7,5,3,3,1,2,2,0,3,12,1870,9350,112.2,28.0,70,4200000,168299,218789,2.1
Rawalpindi,7,16,1,1,2,2,2,0,0,11,1136,7615,83.76,21.8,55,3270000,125647,163341,2.2
Swat,8,7,3,2,0,2,2,0,3,16,1193,5955,95.28,25.9,65,3885000,142920,185796,2.3
Peshawar,1,4,1,2,0,1,1,1,3,13,538,5235,68.06,16.4,41,2460000,102082,132707,2.0
Islamabad,8,6,3,0,0,1,1,1,2,14,1657,2890,40.46,10.5,27,1575000,60690,78897,2.2
Hyderabad,4,13,3,2,0,1,0,1,1,17,448,4995,84.92,19.7,50,2955000,127372,165584,1.9
Sukkur,4,12,3,0,2,3,0,1,1,7,922,6180,43.26,8.7,22,1305000,64890,84357,1.7
Swat,4,13,3,1,0,2,0,1,1,12,1731,3595,43.14,11.7,30,1755000,64710,84123,2.3
Bahawalpur,6,8,2,3,2,4,2,1,1,7,316,11720,82.04,16.8,42,2520000,123060,159978,1.7
Abbottabad,7,18,3,2,2,3,2,0,2,11,1213,9945,109.4,30.4,76,4560000,164092,213320,2.3
Peshawar,6,14,1,2,1,1,2,0,3,7,525,7510,52.57,12.6,32,1890000,78855,102511,2.0
Sukkur,1,9,2,2,0,4,2,0,1,15,951,5110,76.65,15.5,39,2325000,114975,149467,1.7
Sukkur,8,6,2,1,0,4,0,1,3,11,1979,4240,46.64,9.4,24,1410000,69960,90948,1.7
Peshawar,7,19,3,0,1,2,1,1,2,7,559,5110,35.77,8.6,22,1290000,53655,69751,2.0
Karachi,6,8,2,1,2,4,1,0,0,6,973,7270,43.62,9.9,25,1485000,65429,85059,1.9
Multan,6,14,3,3,0,1,2,0,2,12,1927,7110,85.32,17.8,45,2670000,127980,166374,1.7
Sukkur,5,11,1,1,2,2,1,0,1,8,473,7090,56.72,11.4,29,1710000,85080,110604,1.7
Peshawar,6,9,3,3,1,4,1,0,0,17,504,8435,143.4,34.5,87,5175000,215092,279620,2.0
Swat,9,7,2,2,2,2,1,0,2,9,714,9180,82.62,22.5,57,3375000,123930,161109,2.3
Peshawar,9,5,1,3,0,4,2,1,2,11,1831,7950,87.45,21.0,53,3150000,131175,170527,2.0
Sialkot,8,17,3,3,2,3,0,1,3,10,1476,11455,114.55,29.2,73,4380000,171825,223372,2.1
Gujranwala,9,12,1,0,2,3,0,1,2,9,1426,6455,58.1,14.5,37,2175000,87142,113285,2.1
Quetta,8,16,1,3,0,1,1,0,0,14,1091,6090,85.26,16.4,41,2460000,127889,166257,1.6
Karachi,8,15,2,3,0,3,0,1,2,11,1388,7075,77.82,17.7,45,2655000,116737,151758,1.9
Faisalabad,1,4,1,1,2,3,0,0,1,11,1440,6285,69.14,16.9,43,2535000,103702,134813,2.0
Quetta,5,4,2,2,2,3,2,1,3,7,1988,10385,72.69,14.0,35,2100000,109042,141755,1.6
Gujranwala,4,16,1,1,1,4,2,0,0,11,1479,5590,61.49,15.4,39,2310000,92234,119905,2.1
Gujranwala,2,7,3,1,0,4,1,0,0,12,1999,3105,37.26,9.3,24,1395000,55890,72657,2.1
Gujranwala,8,10,1,2,2,2,1,1,2,13,1405,9750,126.75,31.7,80,4755000,190125,247162,2.1
Quetta,3,4,3,2,0,4,1,1,1,13,817,5585,72.6,14.0,35,2100000,108907,141579,1.6
Rawalpindi,4,12,3,3,1,3,2,1,3,14,1390,10080,141.12,36.8,92,5520000,211680,275184,2.2
Multan,7,7,1,3,2,4,0,1,0,15,1561,10430,156.45,32.6,82,4890000,234675,305077,1.7
Peshawar,9,6,3,0,2,1,2,1,3,16,1907,7665,122.64,29.5,74,4425000,183960,239148,2.0
Abbottabad,2,4,1,1,2,2,2,0,2,17,1930,7460,126.82,35.2,88,5280000,190230,247299,2.3
Multan,3,13,1,2,0,2,0,1,1,8,1278,4720,37.76,7.9,20,1185000,56640,73632,1.7
Bahawalpur,4,7,3,3,1,4,0,1,2,15,1309,8905,133.57,27.4,69,4110000,200362,260471,1.7
Swat,1,12,3,2,0,3,1,0,3,12,1649,5105,61.26,16.6,42,2490000,91890,119457,2.3
Islamabad,7,16,2,3,2,2,0,1,2,12,889,10915,130.98,34.1,86,5115000,196469,255410,2.2
Rawalpindi,2,17,3,0,1,1,0,0,3,6,366,3555,21.33,5.6,14,840000,31995,41593,2.2
Faisalabad,5,13,2,0,2,1,0,1,0,13,1499,5720,74.36,18.2,46,2730000,111540,145002,2.0
Multan,1,19,3,2,2,2,0,1,0,9,983,8760,78.84,16.4,41,2460000,118260,153738,1.7
Abbottabad,3,19,1,0,0,3,1,0,2,10,1801,1860,18.6,5.2,13,780000,27900,36270,2.3
Lahore,2,9,3,2,2,3,1,1,0,11,1578,9285,102.14,25.5,64,3825000,153202,199163,2.1
Gujranwala,1,19,1,3,1,4,0,1,3,8,362,8760,70.08,17.5,44,2625000,105120,136656,2.1
Sukkur,7,9,1,1,2,4,0,1,0,10,1113,7460,74.6,15.0,38,2250000,111900,145470,1.7
Bahawalpur,5,4,1,0,2,2,1,1,1,15,702,6235,93.52,19.2,48,2880000,140287,182373,1.7
Islamabad,1,13,2,3,0,4,1,0,1,10,491,6170,61.7,16.1,41,2415000,92550,120315,2.2
Karachi,6,5,3,1,1,4,0,0,2,6,1652,5275,31.65,7.2,18,1080000,47475,61717,1.9
Faisalabad,5,14,1,1,0,4,2,1,2,8,370,4785,38.28,9.4,24,1410000,57420,74646,2.0
Swat,3,9,1,1,2,1,1,1,2,8,1177,7760,62.08,16.9,43,2535000,93120,121056,2.3
Islamabad,7,5,2,3,0,4,1,0,2,6,1040,6700,40.2,10.5,27,1575000,60300,78390,2.2
Gujranwala,9,6,3,3,0,2,1,0,3,12,1245,7015,84.18,21.0,53,3150000,126269,164151,2.1
Sukkur,9,7,3,2,0,3,0,1,3,6,1386,5880,35.28,7.1,18,1065000,52920,68796,1.7
Rawalpindi,9,14,2,1,0,4,0,0,1,12,1620,3285,39.42,10.3,26,1545000,59130,76869,2.2
Sukkur,2,8,2,1,2,3,1,0,3,9,544,7470,67.23,13.6,34,2040000,100845,131098,1.7
Quetta,3,18,3,1,2,4,0,0,0,14,818,6845,95.83,18.4,46,2760000,143745,186868,1.6
Sukkur,7,12,2,2,1,2,0,0,1,12,692,6405,76.86,15.5,39,2325000,115290,149877,1.7
Quetta,5,15,3,1,0,1,1,1,2,10,1071,4300,43.0,8.3,21,1245000,64500,83850,1.6
Bahawalpur,2,18,3,3,0,2,0,0,2,12,1924,5970,71.64,14.7,37,2205000,107459,139698,1.7
Rawalpindi,3,18,1,1,1,1,2,1,3,14,1500,6595,92.33,24.0,60,3600000,138495,180043,2.2
Swat,6,7,1,0,0,4,0,1,1,15,1527,2055,30.83,8.4,21,1260000,46237,60108,2.3
Hyderabad,7,16,3,3,1,4,0,0,3,11,1969,8715,95.86,22.2,56,3330000,143797,186936,1.9
Gujranwala,9,14,3,2,2,1,1,1,3,6,1917,10285,61.71,15.4,39,2310000,92565,120334,2.1
Quetta,1,12,3,1,1,2,1,1,3,11,1856,6255,68.8,13.2,33,1980000,103207,134169,1.6
Karachi,7,14,3,0,0,2,2,0,1,6,1210,2585,15.51,3.5,9,525000,23265,30244,1.9
Sukkur,8,13,3,2,1,1,0,0,2,17,1451,6745,114.66,23.1,58,3465000,171997,223596,1.7
Sukkur,3,6,3,2,2,4,2,0,0,9,1518,9165,82.48,16.6,42,2490000,123727,160845,1.7
Karachi,4,11,2,3,0,1,2,1,2,13,1517,7515,97.7,22.2,56,3330000,146542,190505,1.9
Swat,6,15,3,2,2,4,1,1,1,10,483,9975,99.75,27.1,68,4065000,149625,194512,2.3
Lahore,7,4,2,2,2,1,0,1,2,10,546,9135,91.35,22.8,57,3420000,137025,178132,2.1
Bahawalpur,4,14,2,2,1,4,1,1,2,15,623,7860,117.9,24.2,61,3630000,176850,229905,1.7
Peshawar,8,12,3,2,2,1,2,0,0,16,459,9330,149.28,35.9,90,5385000,223919,291096,2.0
Hyderabad,5,12,3,1,0,3,2,1,2,13,1005,4955,64.42,14.9,38,2235000,96622,125609,1.9
Faisalabad,1,13,2,1,2,4,1,0,2,13,921,7370,95.81,23.5,59,3525000,143715,186829,2.0
Abbottabad,4,5,2,1,2,2,1,0,2,6,1224,7275,43.65,12.1,31,1815000,65475,85117,2.3
Quetta,3,7,3,1,1,1,1,0,3,10,365,5480,54.8,10.5,27,1575000,82200,106860,1.6
Karachi,9,16,3,0,2,2,1,0,1,17,1229,6265,106.5,24.2,61,3630000,159757,207684,1.9
Abbottabad,8,11,2,1,1,1,1,1,1,10,553,6115,61.15,17.0,43,2550000,91725,119242,2.3
Rawalpindi,1,10,2,2,1,2,2,0,0,13,582,6725,87.42,22.8,57,3420000,131137,170478,2.2
Swat,6,4,2,1,0,2,1,1,3,6,1383,4360,26.16,7.1,18,1065000,39240,51012,2.3
Quetta,9,8,1,1,0,1,0,0,3,12,417,3145,37.74,7.3,19,1095000,56610,73593,1.6
Peshawar,7,10,2,3,0,1,2,0,2,12,722,6975,83.7,20.1,51,3015000,125549,163214,2.0
Abbottabad,4,18,1,2,0,2,2,0,1,14,855,5120,71.68,19.9,50,2985000,107520,139776,2.3
Rawalpindi,1,19,3,1,1,2,0,1,0,7,335,5260,36.82,9.6,24,1440000,55229,71799,2.2
Islamabad,2,7,3,1,2,2,0,0,3,8,830,7005,56.04,14.6,37,2190000,84060,109278,2.2
Gujranwala,5,18,2,1,0,4,2,0,2,9,390,4245,38.2,9.6,24,1440000,57307,74499,2.1
Sukkur,5,19,3,0,0,4,1,0,0,6,1624,2010,12.06,2.4,6,360000,18089,23516,1.7
Islamabad,8,18,3,1,0,3,2,0,3,12,1540,4720,56.64,14.8,37,2220000,84960,110448,2.2
Quetta,6,4,3,3,2,4,2,1,0,15,397,11610,174.15,33.5,84,5025000,261224,339592,1.6
Peshawar,8,12,3,2,0,4,0,1,3,8,1779,5980,47.84,11.5,29,1725000,71760,93288,2.0
Hyderabad,2,17,1,2,2,1,2,0,0,8,830,8655,69.24,16.0,40,2400000,103859,135018,1.9
Abbottabad,3,8,1,1,1,3,1,0,3,8,837,5395,43.16,12.0,30,1800000,64740,84162,2.3
Bahawalpur,6,14,2,1,1,3,0,1,3,13,1351,6110,79.43,16.3,41,2445000,119145,154888,1.7
Gujranwala,3,19,2,1,1,4,2,1,0,14,1899,6460,90.44,22.6,57,3390000,135660,176358,2.1
Quetta,6,5,2,2,2,1,2,1,3,15,1647,10275,154.12,29.6,74,4440000,231187,300543,1.6
Swat,6,11,3,2,0,1,1,0,3,7,1546,5265,36.85,10.0,25,1500000,55282,71867,2.3
Karachi,2,14,3,0,0,3,2,1,3,15,379,3460,51.9,11.8,30,1770000,77850,101205,1.9
Bahawalpur,7,16,1,3,0,1,2,0,0,15,862,6515,97.72,20.0,50,3000000,146587,190563,1.7
Bahawalpur,2,5,1,0,0,2,2,1,0,6,1781,2325,13.95,2.9,8,435000,20925,27202,1.7
Bahawalpur,6,6,2,3,0,4,2,1,3,14,913,8090,113.26,23.2,58,3480000,169890,220857,1.7
Multan,1,17,1,0,2,2,1,0,3,11,475,5780,63.58,13.2,33,1980000,95370,123981,1.7
Quetta,3,13,1,2,1,3,2,1,0,14,821,7620,106.68,20.5,52,3075000,160020,208026,1.6
Gujranwala,2,4,1,0,0,3,2,0,2,11,1780,2060,22.66,5.7,15,855000,33990,44187,2.1
Sukkur,7,14,1,3,1,1,2,1,3,7,722,9835,68.84,13.9,35,2085000,103267,134247,1.7
Sukkur,4,19,1,1,2,1,0,0,2,6,1423,6735,40.41,8.1,21,1215000,60615,78799,1.7
Quetta,8,5,2,3,2,3,1,1,0,13,1726,11025,143.33,27.6,69,4140000,214987,279483,1.6
Rawalpindi,6,17,2,1,0,3,0,1,3,8,875,4155,33.24,8.7,22,1305000,49860,64818,2.2
Multan,4,19,1,2,2,2,0,0,2,6,1703,8335,50.01,10.4,26,1560000,75015,97519,1.7
Karachi,5,10,2,3,1,2,1,0,0,13,830,8025,104.32,23.7,60,3555000,156487,203433,1.9
Bahawalpur,9,13,3,0,0,1,0,0,2,17,631,1820,30.94,6.3,16,945000,46410,60333,1.7
Bahawalpur,7,5,1,3,0,2,0,0,1,6,1641,5650,33.9,6.9,18,1035000,50850,66105,1.7
Quetta,9,9,3,1,1,1,0,1,0,13,952,5610,72.93,14.0,35,2100000,109395,142213,1.6
Rawalpindi,7,18,2,2,0,1,1,1,1,6,1860,5645,33.87,8.8,22,1320000,50804,66046,2.2
Sukkur,1,6,2,0,0,4,2,1,0,14,1039,2615,36.61,7.4,19,1110000,54915,71389,1.7
Sukkur,8,7,3,3,1,1,1,1,0,14,1412,9005,126.07,25.4,64,3810000,189105,245836,1.7
Peshawar,4,14,2,1,0,2,1,1,3,17,1927,4360,74.12,17.8,45,2670000,111180,144534,2.0
Quetta,3,18,1,0,0,3,1,1,1,14,810,2395,33.53,6.4,16,960000,50295,65383,1.6
Multan,7,16,3,2,1,3,0,0,1,8,341,6715,53.72,11.2,28,1680000,80580,104754,1.7
Lahore,3,11,1,0,2,2,2,1,1,9,1184,6690,60.21,15.1,38,2265000,90315,117409,2.1
Multan,8,17,3,2,1,3,1,1,0,10,1712,7855,78.55,16.4,41,2460000,117825,153172,1.7
Swat,6,6,2,0,0,1,1,0,1,11,380,1640,18.04,4.9,13,735000,27059,35178,2.3
Sukkur,5,13,3,3,1,3,2,1,1,14,701,9770,136.78,27.6,69,4140000,205169,266721,1.7
Sukkur,4,9,3,1,0,2,2,1,3,16,406,4935,78.96,15.9,40,2385000,118439,153972,1.7
Islamabad,8,4,1,3,0,3,2,1,2,17,1434,7760,131.92,34.4,86,5160000,197879,257243,2.2
Sukkur,8,10,2,3,1,1,0,0,2,9,1600,8050,72.45,14.6,37,2190000,108675,141277,1.7
Karachi,1,11,1,2,0,1,2,0,1,11,1537,4690,51.59,11.7,30,1755000,77385,100600,1.9
Faisalabad,9,14,2,2,2,2,0,1,1,6,805,9335,56.01,13.7,35,2055000,84015,109219,2.0
Quetta,5,17,1,2,0,2,1,0,1,7,1444,4680,32.76,6.3,16,945000,49140,63882,1.6
Abbottabad,4,11,3,3,1,2,0,1,1,13,1457,8565,111.34,30.9,78,4635000,167017,217122,2.3
Multan,6,6,1,0,2,4,2,1,2,9,1019,7240,65.16,13.6,34,2040000,97740,127062,1.7
Faisalabad,6,17,2,0,2,4,0,1,3,15,1694,6755,101.32,24.8,62,3720000,151987,197583,2.0
Rawalpindi,2,13,2,3,0,1,2,0,0,12,556,6245,74.94,19.5,49,2925000,112409,146133,2.2
Lahore,8,4,3,3,1,4,0,1,1,9,1253,8960,80.64,20.2,51,3030000,120960,157248,2.1
Karachi,7,12,2,1,0,4,1,1,1,14,1503,4355,60.97,13.9,35,2085000,91455,118891,1.9
Gujranwala,1,16,1,2,0,3,0,1,2,14,1232,4915,68.81,17.2,43,2580000,103215,134179,2.1
Sialkot,5,9,3,2,1,4,1,1,1,9,1371,7810,70.29,17.9,45,2685000,105434,137065,2.1
Multan,6,14,2,3,1,3,2,1,3,13,1922,10110,131.43,27.4,69,4110000,197145,256288,1.7
Faisalabad,4,12,2,3,0,2,1,0,3,11,1196,6580,72.38,17.7,45,2655000,108569,141141,2.0
Gujranwala,2,10,1,0,2,3,2,1,1,6,318,6700,40.2,10.0,25,1500000,60300,78390,2.1
Lahore,4,4,1,3,0,3,2,0,2,12,1369,6710,80.52,20.1,51,3015000,120780,157014,2.1
Islamabad,1,15,3,0,2,2,1,1,1,6,750,6400,38.4,10.0,25,1500000,57600,74880,2.2
Gujranwala,7,15,2,3,0,2,1,0,1,8,1197,6450,51.6,12.9,33,1935000,77400,100620,2.1
Karachi,2,4,1,1,1,1,0,1,2,13,1379,5110,66.43,15.1,38,2265000,99645,129538,1.9
Karachi,2,9,3,1,2,1,0,1,3,14,1040,7685,107.59,24.5,62,3675000,161385,209800,1.9
Abbottabad,9,8,2,0,1,1,1,0,0,8,1980,3695,29.56,8.2,21,1230000,44340,57642,2.3
Islamabad,5,12,2,2,1,1,1,0,1,6,1415,6655,39.93,10.4,26,1560000,59895,77863,2.2
Sialkot,2,5,3,1,1,3,1,1,3,6,381,6325,37.95,9.7,25,1455000,56925,74002,2.1
Quetta,9,11,3,0,1,3,1,0,1,12,1036,4290,51.48,9.9,25,1485000,77220,100386,1.6
Gujranwala,9,14,1,3,1,1,2,0,0,10,378,8635,86.35,21.6,54,3240000,129525,168382,2.1
Islamabad,1,8,2,3,0,4,1,1,2,6,1985,7045,42.27,11.0,28,1650000,63404,82426,2.2
Karachi,3,5,2,0,2,1,1,1,3,11,582,6550,72.05,16.4,41,2460000,108075,140497,1.9
Karachi,4,16,2,2,0,4,1,1,0,11,1634,5490,60.39,13.7,35,2055000,90585,117760,1.9
Faisalabad,7,13,3,0,0,2,1,1,1,9,1296,2820,25.38,6.2,16,930000,38070,49491,2.0
Sukkur,4,14,1,0,0,3,2,1,0,12,459,2710,32.52,6.6,17,990000,48779,63413,1.7
Sialkot,2,14,2,1,1,3,0,0,3,12,1639,5060,60.72,15.5,39,2325000,91080,118404,2.1
Gujranwala,7,15,3,0,0,4,0,1,2,17,1991,2750,46.75,11.7,30,1755000,70125,91162,2.1
Abbottabad,6,9,2,0,2,1,0,0,1,14,1479,5185,72.59,20.2,51,3030000,108884,141550,2.3
Abbottabad,3,13,1,3,0,3,0,1,2,17,1187,6520,110.84,30.8,77,4620000,166260,216138,2.3
Gujranwala,6,11,2,1,1,4,0,1,2,6,767,5965,35.79,8.9,23,1335000,53685,69790,2.1
Swat,6,7,1,3,2,2,2,0,0,10,1152,10405,104.05,28.3,71,4245000,156075,202897,2.3
Bahawalpur,5,5,1,3,2,2,0,1,0,15,761,10050,150.75,30.9,78,4635000,226125,293962,1.7
Lahore,4,15,2,2,2,3,2,0,3,8,1153,9725,77.8,19.4,49,2910000,116700,151710,2.1
Abbottabad,1,14,2,2,2,1,2,0,3,12,416,9285,111.42,31.0,78,4650000,167130,217269,2.3
Islamabad,6,8,1,1,0,4,0,0,2,9,1989,3020,27.18,7.1,18,1065000,40770,53001,2.2
Lahore,2,18,3,1,1,3,0,1,3,9,663,6020,54.18,13.5,34,2025000,81270,105651,2.1
Islamabad,3,15,1,2,2,2,0,1,2,17,1954,8950,152.15,39.6,99,5940000,228224,296692,2.2
Rawalpindi,8,5,2,2,2,1,1,1,1,6,765,9525,57.15,14.9,38,2235000,85725,111442,2.2
Karachi,6,5,2,2,1,4,2,1,2,6,483,8375,50.25,11.4,29,1710000,75375,97987,1.9
Sukkur,3,18,3,2,0,3,0,1,3,15,959,5595,83.92,16.9,43,2535000,125887,163653,1.7
Faisalabad,7,9,1,2,2,4,1,1,3,7,1489,10060,70.42,17.3,44,2595000,105630,137319,2.0
Abbottabad,4,19,1,3,0,1,2,0,2,7,374,6735,47.14,13.1,33,1965000,70717,91932,2.3
Sukkur,9,14,1,1,0,1,1,1,0,6,1125,3885,23.31,4.7,12,705000,34965,45454,1.7
Sukkur,5,13,2,3,0,2,1,1,2,13,1595,7220,93.86,18.9,48,2835000,140790,183027,1.7
Sukkur,3,12,1,3,0,1,0,1,2,11,802,6305,69.35,14.0,35,2100000,104032,135242,1.7
Bahawalpur,2,16,3,0,2,3,2,1,0,11,1094,6890,75.79,15.5,39,2325000,113684,147790,1.7
Lahore,2,7,2,3,2,4,1,0,1,15,1886,10155,152.32,38.1,96,5715000,228487,297033,2.1
Islamabad,3,9,2,2,0,1,2,0,0,15,886,4760,71.4,18.6,47,2790000,107099,139229,2.2
Hyderabad,2,19,1,2,0,1,0,0,3,14,955,4285,59.99,13.9,35,2085000,89985,116980,1.9
Rawalpindi,4,10,3,0,1,3,2,0,0,10,1666,4200,42.0,10.9,28,1635000,63000,81900,2.2
Multan,2,16,2,0,1,4,1,0,3,9,999,4190,37.71,7.9,20,1185000,56565,73534,1.7
Sukkur,9,14,2,0,1,4,1,1,3,16,934,5435,86.96,17.5,44,2625000,130439,169572,1.7
Quetta,2,9,1,0,2,2,2,0,2,11,1143,6035,66.39,12.8,32,1920000,99577,129450,1.6
Lahore,9,11,1,0,1,2,1,0,2,13,1574,4090,53.17,13.3,34,1995000,79755,103681,2.1
Abbottabad,6,7,3,3,2,4,1,1,1,6,1134,11355,68.13,18.9,48,2835000,102195,132853,2.3
Sialkot,1,15,1,0,2,3,1,1,3,12,1453,6600,79.2,20.2,51,3030000,118799,154439,2.1
Abbottabad,4,18,3,3,2,3,0,0,2,13,1063,10220,132.86,36.9,93,5535000,199290,259077,2.3
Faisalabad,1,4,2,1,2,2,0,1,3,14,657,7485,104.79,25.7,65,3855000,157185,204340,2.0
Multan,6,10,3,0,1,1,1,1,1,16,991,4600,73.6,15.3,39,2295000,110400,143520,1.7
Hyderabad,4,6,3,0,0,3,2,0,3,13,1731,2740,35.62,8.2,21,1230000,53430,69459,1.9
Quetta,3,17,3,3,0,1,0,1,1,12,1818,6480,77.76,15.0,38,2250000,116640,151632,1.6
Abbottabad,3,9,2,1,0,3,2,0,1,8,921,3660,29.28,8.1,21,1215000,43920,57096,2.3
Hyderabad,9,5,1,3,1,4,1,0,1,7,781,8500,59.5,13.8,35,2070000,89250,116025,1.9
Multan,6,12,2,3,0,2,1,1,2,8,1279,7280,58.24,12.1,31,1815000,87360,113568,1.7
Sukkur,9,4,1,0,1,1,2,0,0,9,1401,3985,35.86,7.2,18,1080000,53797,69936,1.7
Quetta,5,9,3,2,1,1,0,0,0,9,1277,6060,54.54,10.5,27,1575000,81810,106353,1.6
Hyderabad,2,9,3,2,1,4,2,1,2,11,1837,8285,91.14,21.1,53,3165000,136702,177713,1.9
Faisalabad,8,8,3,3,0,3,2,1,3,17,1644,8320,141.44,34.7,87,5205000,212160,275808,2.0
Islamabad,5,19,3,0,0,1,1,1,2,12,589,2860,34.32,8.9,23,1335000,51479,66924,2.2
Karachi,2,16,3,1,0,3,0,1,3,17,1620,3990,67.83,15.4,39,2310000,101745,132268,1.9
Islamabad,4,8,1,2,2,4,2,0,1,9,1051,9170,82.53,21.5,54,3225000,123795,160933,2.2
Multan,9,4,1,1,1,2,0,1,2,15,1798,5735,86.02,17.9,45,2685000,129037,167748,1.7
Lahore,4,13,3,2,2,1,1,1,0,11,322,9295,102.24,25.6,64,3840000,153367,199377,2.1
Karachi,4,15,2,0,1,3,0,0,3,14,1105,3725,52.15,11.9,30,1785000,78225,101692,1.9
Rawalpindi,2,8,2,3,0,1,1,0,2,11,471,6070,66.77,17.4,44,2610000,100155,130201,2.2
Faisalabad,6,5,3,1,1,3,0,0,2,8,1134,5175,41.4,10.1,26,1515000,62100,80730,2.0
Rawalpindi,2,10,1,1,1,3,2,0,3,6,617,5850,35.1,9.1,23,1365000,52649,68444,2.2
Bahawalpur,7,6,2,3,2,3,1,1,1,16,1207,11165,178.64,36.6,92,5490000,267960,348348,1.7
Quetta,3,16,2,1,1,4,2,1,1,15,1097,6615,99.22,19.1,48,2865000,148837,193488,1.6
Gujranwala,3,18,2,2,0,2,1,0,1,15,1290,4695,70.43,17.6,44,2640000,105637,137328,2.1
Karachi,5,7,3,3,1,1,0,0,1,10,1154,7730,77.3,17.6,44,2640000,115950,150735,1.9
Rawalpindi,3,6,2,2,1,2,0,0,3,15,1516,6415,96.22,25.1,63,3765000,144337,187638,2.2
Abbottabad,2,6,2,2,1,3,1,0,0,15,980,6340,95.1,26.4,66,3960000,142650,185445,2.3
Rawalpindi,9,7,2,0,2,3,1,1,2,8,1215,7030,56.24,14.6,37,2190000,84360,109668,2.2
Hyderabad,2,8,2,2,1,2,1,0,2,13,1441,6670,86.71,20.1,51,3015000,130064,169084,1.9
Islamabad,2,4,1,0,1,2,0,1,1,15,1329,3510,52.65,13.7,35,2055000,78975,102667,2.2
Hyderabad,8,7,3,1,2,1,1,0,3,6,1142,7855,47.13,10.9,28,1635000,70695,91903,1.9
Bahawalpur,9,15,3,1,2,3,1,1,0,16,782,8400,134.4,27.5,69,4125000,201600,262080,1.7
Karachi,7,15,1,0,2,2,2,1,0,7,431,6850,47.95,10.9,28,1635000,71924,93502,1.9
Karachi,3,14,1,2,2,4,1,1,2,8,1416,9635,77.08,17.5,44,2625000,115620,150306,1.9
Bahawalpur,9,11,3,3,0,3,2,1,1,8,1845,8040,64.32,13.2,33,1980000,96480,125424,1.7
Multan,3,13,2,3,0,3,2,0,2,17,1886,6920,117.64,24.5,62,3675000,176460,229398,1.7
Hyderabad,5,10,2,0,1,1,2,1,2,13,1160,5075,65.98,15.3,39,2295000,98962,128651,1.9
Peshawar,9,12,3,1,0,4,0,0,0,10,593,3205,32.05,7.7,20,1155000,48074,62497,2.0
